id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1459594587958353920,1459594587958353920,2021-11-13 13:50:42 EST,2021-11-13,13:50:42,-0500,3122984647,mmahwatch,MMA Hype Watch,,UFC Vegas 42 video: Da Un Jung brutalizes Kennedy Nzechukwu with elbows to earn first-round knockout   #UFCvegas35 #UFC265 #UFC266 #UFCFightnight #MMA #UFC  https://t.co/RygoOB92PU,en,[],[],['https://pbs.twimg.com/media/FEGFismWUAgqK3q.jpg'],0,0,1,"['ufcvegas35', 'ufc265', 'ufc266', 'ufcfightnight', 'mma', 'ufc']",[],https://twitter.com/MMAHWatch/status/1459594587958353920,False,,1,https://pbs.twimg.com/media/FEGFismWUAgqK3q.jpg,,,,,,,[],,,,
1459594389064351744,1459594389064351744,2021-11-13 13:49:54 EST,2021-11-13,13:49:54,-0500,1291180557200584705,mzkizzezbby,💋ᶜⁱⁿᵗʰⁱᵃ💋,,@rafael_theturn what a win!!! #UFCFightnight,en,[],[],[],0,0,0,['ufcfightnight'],[],https://twitter.com/MzKizzezbby/status/1459594389064351744,False,,0,,,,,,,,[],,,,
1459594209791557636,1459594209791557636,2021-11-13 13:49:12 EST,2021-11-13,13:49:12,-0500,1254654118678925312,jordandove16,Jordan Dove,,Lost 20 quid already hahahah ffs #ufcfightnight #UFCVegas42,en,[],[],[],0,0,1,"['ufcfightnight', 'ufcvegas42']",[],https://twitter.com/JordanDove16/status/1459594209791557636,False,,0,,,,,,,,[],,,,
1459594206972891137,1459594206972891137,2021-11-13 13:49:11 EST,2021-11-13,13:49:11,-0500,1400788363117006856,visionsempire,Empire Visions,,"""God don't sleep man"" 🔥 🔥🗣  ~~~ Rafael Alves  #ufcfightnight",en,[],[],[],0,0,1,['ufcfightnight'],[],https://twitter.com/VisionsEmpire/status/1459594206972891137,False,,0,,,,,,,,[],,,,
1459593995517140994,1459593995517140994,2021-11-13 13:48:21 EST,2021-11-13,13:48:21,-0500,1375978008603942917,mundo_daluta,Mundo da Luta/Fight World,,"Rafael Alves (20-10) vence Marc Diakiese (14-5) por finalização (guilhotina) - Round 1, 1:48.  #UFCVegas42 #UFCFightNight #UFCnoCombate #UFCESPN #UFCApex #UFC #MMA #MMATwitter   @rafael_theturn",pt,"[{'screen_name': 'rafael_theturn', 'name': 'rafael ""the turn"" alves', 'id': '986419181607415808'}]",[],[],0,0,1,"['ufcvegas42', 'ufcfightnight', 'ufcnocombate', 'ufcespn', 'ufcapex', 'ufc', 'mma', 'mmatwitter']",[],https://twitter.com/mundo_daluta/status/1459593995517140994,False,,0,,,,,,,,[],,,,
1459593808635731981,1459593808635731981,2021-11-13 13:47:36 EST,2021-11-13,13:47:36,-0500,1453895019111276563,crippedloser69,Big Bobby C,,"So I made the decision to make this dude, a heavy FAVORITE, Marc Diakiese my 1.5 points guy on #FanDuel for my #ufcfightnight contest.....Mother f'er cost me a chance at winning 5k right of the bat. Goddamnit.",en,[],[],[],0,0,1,"['fanduel', 'ufcfightnight']",[],https://twitter.com/Crippedloser69/status/1459593808635731981,False,,0,,,,,,,,[],,,,
1459593554179756033,1459593554179756033,2021-11-13 13:46:35 EST,2021-11-13,13:46:35,-0500,1384734814587162627,_ch3113_,_Ch3113_,,Bad move by Mark going for the takedown. Alves jab power is 🔥 I hope he maintains this momentum and works on his gas tank. #UFCVegas42 #UFCFightnight,en,[],[],[],0,0,0,"['ufcvegas42', 'ufcfightnight']",[],https://twitter.com/_Ch3113_/status/1459593554179756033,False,,0,,,,,,,,[],,,,
1459593486232137731,1459593486232137731,2021-11-13 13:46:19 EST,2021-11-13,13:46:19,-0500,1303040991180607505,4tiportappicks,The Late Night Tip,,CASH EM 🤑🤑🤑  Rafael Alves (+200)✅  Alves wins in Rounds  1/2 (+400) ✅  #UFCFightNight #TheLateNightTip  https://t.co/dHiKzjaap5,en,[],[],"['https://pbs.twimg.com/media/FEGEieWXwAwjp_W.jpg', 'https://pbs.twimg.com/media/FEGEieVWUAoidri.jpg']",1,0,5,"['ufcfightnight', 'thelatenighttip']",[],https://twitter.com/4TipOrTapPicks/status/1459593486232137731,False,,1,https://pbs.twimg.com/media/FEGEieWXwAwjp_W.jpg,,,,,,,[],,,,
1459593485569323012,1459593485569323012,2021-11-13 13:46:19 EST,2021-11-13,13:46:19,-0500,1310294886499848197,trustindustin85,Dustin_Your_Face,,Flying knee into a guillotine. By gawd!  #UFCFightnight #UFCVegas42,en,[],[],[],0,0,1,"['ufcfightnight', 'ufcvegas42']",[],https://twitter.com/TrustinDustin85/status/1459593485569323012,False,,0,,,,,,,,[],,,,
1459593438920384513,1459593438920384513,2021-11-13 13:46:08 EST,2021-11-13,13:46:08,-0500,1077023416325148673,countbitcoin,Count Bitcoin WGMI - ⚠THE 🤡s ARE COMING ⚠,,"Kick your opponent in the nuts in the 1st 5 seconds of the fight, set yourself up for the win in the 1st round 🤣😂  #ufcfightnight",en,[],[],[],1,0,1,['ufcfightnight'],[],https://twitter.com/CountBitcoin/status/1459593438920384513,False,,0,,,,,,,,[],,,,
