id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1459653099468079111,1459653099468079111,2021-11-13 22:43:12 UTC,2021-11-13,22:43:12,+0000,1166135069146267651,benthompson73,benthompson7,,What’s Herb waiting for there? He basically let the fighter stop it for him? One of the weirdest stoppages I’ve seen! #UFCVegas42,en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/benthompson73/status/1459653099468079111,False,,0,,,,,,,,[],,,,
1459653099241586697,1459653099241586697,2021-11-13 22:43:12 UTC,2021-11-13,22:43:12,+0000,1281481376122966019,consensusscore,Consensus Score,,"Must. Watch. Barrage!  The actual stoppage was not ""must watch"" tho.  Impressive win by Marcos Rogerio de Lima!  #UFCVegas42",en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/ConsensusScore/status/1459653099241586697,False,https://twitter.com/ufc/status/1459651275457449993,0,,,,,,,,[],,,,
1459653097660170244,1459653097660170244,2021-11-13 22:43:12 UTC,2021-11-13,22:43:12,+0000,19882533,bloodyelbow,Bloody Elbow,,"Taking Holloway. Always a chance Yair lands something wild, but Holloway puts volume out there like nobody else in MMA. Can't see Yair meeting Holloway on striking terms and surviving. #UFCVegas42",en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/BloodyElbow/status/1459653097660170244,False,,0,,,,,,,,[],,,,
1459653085895270400,1459653085895270400,2021-11-13 22:43:09 UTC,2021-11-13,22:43:09,+0000,533963994,ufcquebec,UFC Québec,,"Aussitôt commencé, aussitôt terminé!  Résultat #UFCVegas42 : @Pezao011 l'emporte sur Ben Rothwell par TKO (frappes) à 0:32 du 1er round  📺  https://t.co/PsmyoOMVHW  https://t.co/OkEoNRjjoK",fr,"[{'screen_name': 'pezao011', 'name': 'marcos pezão', 'id': '2247290362'}]",['https://ufcfightpass.com/live/205089/ufc-fight-night-holloway-vs-rodriguez'],[],0,0,0,['ufcvegas42'],[],https://twitter.com/UFCQuebec/status/1459653085895270400,False,,1,https://pbs.twimg.com/amplify_video_thumb/1459652503730106373/img/2cIcJl377d2z4ZkF.jpg,,,,,,,[],,,,
1459653084175638534,1459653084175638534,2021-11-13 22:43:08 UTC,2021-11-13,22:43:08,+0000,1171160804554616833,mmafromme,MMAfromME,,"Awesome power, but glad I'm not a ref. #UFCVegas42 Seeing it in slo-mo makes me not convinced either way.",en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/MMAfromMe/status/1459653084175638534,False,,0,,,,,,,,[],,,,
1459653074109317126,1459653074109317126,2021-11-13 22:43:06 UTC,2021-11-13,22:43:06,+0000,1332077382,hoojieboojie,Richie 🇨🇦,,Rogan is a #Covidiot #UFCVegas42,en,[],[],[],0,0,0,"['covidiot', 'ufcvegas42']",[],https://twitter.com/HoojieBoojie/status/1459653074109317126,False,,0,,,,,,,,[],,,,
1459653073362731011,1459653073362731011,2021-11-13 22:43:06 UTC,2021-11-13,22:43:06,+0000,2575476187,pankats88,SinisDkats,,Come on herb wtf was that #UFCVegas42,en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/pankats88/status/1459653073362731011,False,,0,,,,,,,,[],,,,
1459653068337913861,1459653068337913861,2021-11-13 22:43:05 UTC,2021-11-13,22:43:05,+0000,53272808,zeesmma,Zee,,"Herb Dean is simply not decisive enough. It’s gotten really bad. I say this with much love, Herb.  #UFCVegas42",en,[],[],[],0,0,1,['ufcvegas42'],[],https://twitter.com/ZeesMMA/status/1459653068337913861,False,,0,,,,,,,,[],,,,
1459653067008266243,1459653067008266243,2021-11-13 22:43:04 UTC,2021-11-13,22:43:04,+0000,782957288256667649,dirtymittenmma,Alex,,Herb Dean has zero confidence its like he cant mentally handle his previous mistakes and the criticism that comes with it. Get him out of here. #UFCVegas42,en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/DirtyMittenMMA/status/1459653067008266243,False,,0,,,,,,,,[],,,,
1459653062440665104,1459653062440665104,2021-11-13 22:43:03 UTC,2021-11-13,22:43:03,+0000,1352899068,joshuaali53,Joshua Ali,,Come on Max #UFCVegas42,en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/joshuaali53/status/1459653062440665104,False,,0,,,,,,,,[],,,,
1459653062004510723,1459653062004510723,2021-11-13 22:43:03 UTC,2021-11-13,22:43:03,+0000,2869352723,elchapo0101,🔞 ** si,,Dan Hardy like #UFCVegas42  https://t.co/VD5myLOyPy,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FEG6t_9XMAkP9O5.jpg'],0,0,0,['ufcvegas42'],[],https://twitter.com/elchapo0101/status/1459653062004510723,False,,1,https://pbs.twimg.com/tweet_video_thumb/FEG6t_9XMAkP9O5.jpg,,,,,,,[],,,,
1459653060834181120,1459653060834181120,2021-11-13 22:43:03 UTC,2021-11-13,22:43:03,+0000,2353613230,malik__24,Jiggy Leek,,Let’s get it max 🔥🤝 #UFCVegas42,en,[],[],[],0,0,0,['ufcvegas42'],[],https://twitter.com/malik__24/status/1459653060834181120,False,,0,,,,,,,,[],,,,
